Symbol,Name,Country,IPO Year,Volume,Sector,Industry
AXNX,Axonics Inc. Common Stock,United States,2018,62278,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,United States,,124353,Consumer Non-Durables,Military/Government/Technical
AXP,American Express Company Common Stock,United States,,897897,Finance,Finance: Consumer Services
AXSM,Axsome Therapeutics Inc. Common Stock,United States,2015,90413,Health Care,Major Pharmaceuticals
AXTA,Axalta Coating Systems Ltd. Common Shares,United States,2014,532917,Basic Industries,Paints/Coatings
AXTI,AXT Inc Common Stock,United States,1998,168759,Technology,Semiconductors
AYI,Acuity Brands Inc. ,United States,,39100,Consumer Durables,Building Products
AYX,Alteryx Inc. Class A Common Stock,United States,2017,442635,Technology,Computer Software: Prepackaged Software
AZEK,The AZEK Company Inc. Class A Common Stock,United States,2020,195770,,
AZO,AutoZone Inc. Common Stock,United States,,45666,,
AZPN,Aspen Technology Inc. Common Stock,United States,1994,1067303,Technology,EDP Services
AZZ,AZZ Inc.,United States,,11118,Capital Goods,Industrial Machinery/Components
B,Barnes Group Inc. Common Stock,United States,,21695,Capital Goods,Office Equipment/Supplies/Services
BA,Boeing Company (The) Common Stock,United States,,6613774,Capital Goods,Aerospace
BAC,Bank of America Corporation Common Stock,United States,,14820686,Finance,Major Banks
BAH,Booz Allen Hamilton Holding Corporation Common Stock,United States,2010,188079,Consumer Services,Professional Services
BANC,Banc of California Inc. Common Stock,United States,,54718,Finance,Major Banks
BAND,Bandwidth Inc. Class A Common Stock,United States,2017,133588,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,United States,1993,9892,Finance,Major Banks
BANR,Banner Corporation Common Stock,United States,,19901,Finance,Major Banks
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,United States,,26383,Consumer Services,Movies/Entertainment
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,United States,,31045,Consumer Services,Movies/Entertainment
BAX,Baxter International Inc. Common Stock,United States,,950807,Health Care,Medical/Dental Instruments
BBBY,Bed Bath & Beyond Inc. Common Stock,United States,1992,971529,Consumer Services,Other Specialty Stores
BBCP,Concrete Pumping Holdings Inc. Common Stock,United States,2017,25888,Consumer Services,Military/Government/Technical
BBDC,Barings BDC Inc. Common Stock,United States,,50734,Finance,Investment Managers
BBIO,BridgeBio Pharma Inc. Common Stock,United States,2019,186918,Health Care,Major Pharmaceuticals
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,United States,2010,50023,,
BBSI,Barrett Business Services Inc. Common Stock,United States,1993,1911,Technology,Professional Services
BBY,Best Buy Co. Inc. Common Stock,United States,,604335,Consumer Services,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,United States,,229029,Consumer Non-Durables,Recreational Products/Toys
BCAB,BioAtla Inc. Common Stock,United States,2020,12986,Consumer Durables,Specialty Chemicals
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,United States,2020,77935,,
BCC,Boise Cascade L.L.C. Common Stock,United States,2013,180989,,
BCEI,Bonanza Creek Energy Inc. Common Stock,United States,2017,144782,Energy,Oil & Gas Production
BCEL,Atreca Inc. Class A Common Stock,United States,2019,58861,Health Care,Major Pharmaceuticals
BCO,Brinks Company (The) Common Stock,United States,,44006,Miscellaneous,Diversified Manufacture
BCOR,Blucora Inc. Common Stock,United States,,43037,Finance,Investment Managers
BCOV,Brightcove Inc. Common Stock,United States,2012,84451,Technology,EDP Services
BCPC,Balchem Corporation Common Stock,United States,,8929,Basic Industries,Industrial Specialties
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,1994,1364104,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,2018,24879,Finance,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,2011,197091,Finance,Finance/Investors Services
BDC,Belden Inc Common Stock,United States,,30231,Basic Industries,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,2005,260948,,
BDN,Brandywine Realty Trust Common Stock,United States,,438768,Consumer Services,Real Estate Investment Trusts
BDSI,BioDelivery Sciences International Inc. Common Stock,United States,,322309,Health Care,Major Pharmaceuticals
BDSX,Biodesix Inc. Common Stock,United States,2020,36771,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics Inc. Common Stock,United States,2020,133605,Health Care,Major Pharmaceuticals
BDX,Becton Dickinson and Company Common Stock,United States,,368945,Health Care,Medical/Dental Instruments
BEAM,Beam Therapeutics Inc. Common Stock,United States,2020,910418,Consumer Durables,Specialty Chemicals
BECN,Beacon Roofing Supply Inc. Common Stock,United States,2004,91131,Capital Goods,Wholesale Distributors
BEN,Franklin Resources Inc. Common Stock,United States,,800014,Finance,Investment Managers
BERY,Berry Global Group Inc. Common Stock,United States,2012,197007,Consumer Non-Durables,Plastic Products
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,2013,126554,Miscellaneous,Other Consumer Services
BFC,Bank First Corporation Common Stock,United States,,598,Finance,Major Banks
BFK,BlackRock Municipal Income Trust,United States,,28900,,
BFS,Saul Centers Inc. Common Stock,United States,1993,22630,Consumer Services,Real Estate Investment Trusts
BFST,Business First Bancshares Inc. Common Stock,United States,,6535,Finance,Major Banks
BFZ,BlackRock California Municipal Income Trust,United States,2001,8747,,
BG,Bunge Limited Bunge Limited,United States,2001,323775,Basic Industries,Agricultural Chemicals
BGCP,BGC Partners Inc Class A Common Stock,United States,,702465,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation Common Stock,United States,2002,1671686,Consumer Services,Other Specialty Stores
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,2012,22815,,
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,United States,,398301,Consumer Non-Durables,Packaged Foods
BGY,Blackrock Enhanced International Dividend Trust,United States,2007,90690,,
BH,Biglari Holdings Inc. Class B Common Stock,United States,2018,839,Consumer Services,Restaurants
BHB,Bar Harbor Bankshares Inc. Common Stock,United States,,6092,Finance,Major Banks
BHE,Benchmark Electronics Inc. Common Stock,United States,,52812,Technology,Electrical Products
BHF,Brighthouse Financial Inc. Common Stock,United States,,221837,Finance,Life Insurance
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,United States,2001,39261,,
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States,,48004,Finance,Savings Institutions
BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,United States,2017,105884,Health Care,Major Pharmaceuticals
BIF,Boulder Growth & Income Fund Inc.,United States,,44309,,
BIG,Big Lots Inc. Common Stock,United States,,191804,Consumer Services,Department/Specialty Retail Stores
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,United States,2020,520095,Technology,Computer Software: Prepackaged Software
BIIB,Biogen Inc. Common Stock,United States,,228753,Health Care,Major Pharmaceuticals
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,,25289,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States,2018,162561,Consumer Services,Department/Specialty Retail Stores
BJRI,BJ's Restaurants Inc. Common Stock,United States,,105305,Consumer Services,Restaurants
BK,The Bank of New York Mellon Corporation Common Stock,United States,,1486728,Finance,Investment Managers
BKD,Brookdale Senior Living Inc. Common Stock,United States,2005,352928,Health Care,Hospital/Nursing Management
BKE,Buckle Inc. (The) Common Stock,United States,,110516,Consumer Services,Clothing/Shoe/Accessory Stores
BKH,Black Hills Corporation Common Stock,United States,,33597,Public Utilities,Electric Utilities: Central
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States,1993,4065,,
BKNG,Booking Holdings Inc. Common Stock,United States,,125031,Transportation,Other Consumer Services
BKT,BlackRock Income Trust Inc. (The),United States,,60331,,
BKU,BankUnited Inc. Common Stock,United States,2011,56154,Finance,Savings Institutions
BL,BlackLine Inc. Common Stock,United States,2016,157327,Technology,Computer Software: Prepackaged Software
BLBD,Blue Bird Corporation Common Stock,United States,2014,47633,Capital Goods,Construction/Ag Equipment/Trucks
BLD,TopBuild Corp. Common Stock,United States,2015,162335,Capital Goods,Engineering & Construction
BLDR,Builders FirstSource Inc. Common Stock,United States,2005,1090081,Consumer Services,RETAIL: Building Materials
BLE,BlackRock Municipal Income Trust II,United States,2002,24129,,
BLFS,BioLife Solutions Inc. Common Stock,United States,,76382,Health Care,Medical/Dental Instruments
BLI,Berkeley Lights Inc. Common Stock,United States,2020,587057,Consumer Durables,Specialty Chemicals
BLK,BlackRock Inc. Common Stock,United States,1999,131303,Finance,Investment Bankers/Brokers/Service
BLKB,Blackbaud Inc. Common Stock,United States,2004,46908,Technology,Computer Software: Prepackaged Software
BLL,Ball Corporation Common Stock,United States,,689792,Consumer Durables,Containers/Packaging
BLMN,Bloomin' Brands Inc. Common Stock,United States,2012,441568,Consumer Services,Restaurants
BLNK,Blink Charging Co. Common Stock,United States,,1754092,Miscellaneous,Business Services
BLUE,bluebird bio Inc. Common Stock,United States,2013,318143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLW,Blackrock Limited Duration Income Trust,United States,2003,19165,Finance,Major Banks
BMBL,Bumble Inc. Class A Common Stock,United States,2021,835584,Technology,Computer Software: Prepackaged Software
BME,Blackrock Health Sciences Trust,United States,2005,8548,,
BMEA,Biomea Fusion Inc. Common Stock,United States,2021,3321,Health Care,Major Pharmaceuticals
BMI,Badger Meter Inc. Common Stock,United States,,17733,Capital Goods,Industrial Machinery/Components
BMRC,Bank of Marin Bancorp Common Stock,United States,,10487,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc. Common Stock,United States,1999,137385,Health Care,Major Pharmaceuticals
BMTC,Bryn Mawr Bank Corporation Common Stock,United States,,5045,Finance,Major Banks
BMY,Bristol-Myers Squibb Company Common Stock,United States,,2422441,Health Care,Major Pharmaceuticals
BNED,Barnes & Noble Education Inc Common Stock,United States,2015,107728,Consumer Services,Other Specialty Stores
BNFT,Benefitfocus Inc. Common Stock,United States,2013,31822,Technology,Computer Software: Prepackaged Software
BNGO,Bionano Genomics Inc. Common Stock,United States,2018,9802073,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNL,Broadstone Net Lease Inc. Common Stock,United States,2020,98902,Consumer Services,Real Estate Investment Trusts
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,United States,2020,31330,Finance,Business Services
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,2005,64613,,
BOH,Bank of Hawaii Corporation Common Stock,United States,,11586,Finance,Major Banks
BOKF,BOK Financial Corporation Common Stock,United States,,49857,Finance,Major Banks
BOLT,Bolt Biotherapeutics Inc. Common Stock,United States,2021,33773,Health Care,Major Pharmaceuticals
BOMN,Boston Omaha Corporation Class A Common Stock,United States,,145468,Technology,Advertising
BOOM,DMC Global Inc. Common Stock,United States,,32341,,
BOOT,Boot Barn Holdings Inc. Common Stock,United States,2014,68781,Consumer Services,Clothing/Shoe/Accessory Stores
BOWX,BowX Acquisition Corp. Class A Common Stock,United States,2020,115840,,
BOX,Box Inc. Class A Common Stock,United States,2015,931972,Technology,Computer Software: Prepackaged Software
BPFH,Boston Private Financial Holdings Inc. Common Stock,United States,,120618,Finance,Major Banks
BPMC,Blueprint Medicines Corporation Common Stock,United States,2015,100404,Health Care,Major Pharmaceuticals
BPMP,BP Midstream Partners LP Common Units representing Limited Partner Interests,United States,2017,96219,Energy,Oil & Gas Production
BPOP,Popular Inc. Common Stock,United States,,72467,Finance,Major Banks
BPYU,Brookfield Property REIT Inc. Class A Common Stock,United States,,273455,Consumer Services,Real Estate Investment Trusts
BR,Broadridge Financial Solutions Inc.Common Stock,United States,,57812,Miscellaneous,Business Services
BRBR,BellRing Brands Inc. Class A Common Stock,United States,2019,46666,Consumer Non-Durables,Beverages (Production/Distribution)
BRC,Brady Corporation Common Stock,United States,,10132,Miscellaneous,Diversified Manufacture
BRKL,Brookline Bancorp Inc. Common Stock,United States,,29415,Finance,Savings Institutions
BRKR,Bruker Corporation Common Stock,United States,,36791,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BRKS,Brooks Automation Inc.,United States,1995,543042,Technology,Industrial Machinery/Components
BRMK,Broadmark Realty Capital Inc. Common Stock,United States,2019,943038,Consumer Services,Real Estate Investment Trusts
BRO,Brown & Brown Inc. Common Stock,United States,,111494,Finance,Specialty Insurers
